file,label
28200_(8)_genghis-attenborough__asian-palm-squirrel.wav,Squirrel
28200__genghis-attenborough__asian-palm-squirrel.wav,Squirrel
77501__noisecollector__sonyecmds70pws-squirel-hawk.wav,Squirrel
77501_(2)_noisecollector__sonyecmds70pws-squirel-hawk.wav,Squirrel
78652_(1)_justinbw__squirrel.wav,Squirrel
78652_(2)_justinbw__squirrel.wav,Squirrel
78652_(3)_justinbw__squirrel.wav,Squirrel
78652_(4)_justinbw__squirrel.wav,Squirrel
78652_(5)_justinbw__squirrel.wav,Squirrel
78652_(6)_justinbw__squirrel.wav,Squirrel
78652_(7)_justinbw__squirrel.wav,Squirrel
78652_(8)_justinbw__squirrel.wav,Squirrel
78652_(9)_justinbw__squirrel.wav,Squirrel
360338__sparrowsrest__squirrels-feeding-at-churchwood-september-2015.wav,Squirrel
338012__iesp__ambience-people-squirrels-pt.wav,Squirrel
362211__rajaraman__birds-sound-02.wav,Squirrel
402432__petebuchwald__squirrel-angry-stereo-iso-booth.wav,Squirrel
403889__arundasstp__the-indian-palm-squirrel-or-three-striped-palm-squirrel-funambulus-palmarum-2.wav,Squirrel
403890__arundasstp__the-indian-palm-squirrel-or-three-striped-palm-squirrel-funambulus-palmarum-1 (1).wav,Squirrel
403890__arundasstp__the-indian-palm-squirrel-or-three-striped-palm-squirrel-funambulus-palmarum-1.wav,Squirrel
429986__beeproductive__squirrel.wav,Squirrel
430998__bheemasena__ambient-padmanabhanagar-morning.wav,Squirrel
435372__naturenotesuk__grey-squirrel.wav,Squirrel
444695__chris-t__squirrels-fighting.wav,Squirrel
78653__justinbw__squirrel-short.wav,Squirrel
97378__soundbytez__squirrel-monkeys.wav,Squirrel
99235__soundbytez__squirrel-monkeys.wav,Squirrel
100118__noisecollector__raw-squirrelbark.wav,Squirrel
100119__noisecollector__raw-squirrelbarker.wav,Squirrel
100277__soundbytez__squirrel-monkeys01.wav,Squirrel
100278__soundbytez__squirrel-monkeys02.wav,Squirrel
103140__hoersturz__20100624-102252-soda-butte-squirrel.wav,Squirrel
106092__noisecollector__squirelwar1.wav,Squirrel
111393__philberts__red-squirrel-chatter.wav,Squirrel
647444__hedonfire__angry-squirrel-buzzing-flies.wav,Squirrel
640994__burgersmoke__two-ground-squirrels-interacting.wav,Squirrel
640990__burgersmoke__ground-squirrel-2-chirps-near-its-den.wav,Squirrel
639903__iwilhelm13__finca-exotica-morning-04-squirrel-monkeys-21-08.wav,Squirrel
622061__ravenwolfprods__barking-squirrel-in-the-city.wav,Squirrel
584861__gleith1__frontyard-sanantonio-texas-birds-squirrelsbarking.wav,Squirrel
583204__kevinsonger__squirrel-treefrog-hyla-squirella.wav,Squirrel
574409__trp__squirrel-weird-squeek-77mel-190702.wav,Squirrel
574380__trp__richardson-s-ground-squirrel-squeek-badlands-ab-190818.wav,Squirrel
https-::learn.zoom.us:j:64265046038?pwd=NGRwd25rWEhMS0dlVVRpNHhjMEhkQT09.wav,Squirrel
570988__trp__180524-squirrel-chewing-scratching-eating-toronto.wav,Squirrel
521720__vero-marengere__squirrels-in-trees.wav,Squirrel
494745__mzimny__squirrel-chirping.wav,Squirrel
483582__smichalak__insects-distant-birds-squirrels-crickets-cicadas-hawk-car-horn.wav,Squirrel
452744__tomlyne__valley-3-train-at-9.wav,Squirrel
328292__felix-blume__forest-at-dawn-birds-cricket-squirrel-insects-chachalaca-parrot-colibri-woodpecker-in-the-sian-ka-an-biosphere-reserve.wav,Squirrel
324917__kvgarlic__squirrelfussingoct13th2015.wav,Squirrel
324437__tim-kahn__angry-squirrel.wav,Squirrel
254271__philllchabbb__squirrel.wav,Squirrel
222026__deleted-user-2906614__in-an-english-suburban-garden.wav,Squirrel
212569__kijjaz__20131218-kijjaz-bangkok-home-garden-squirrel.wav,Squirrel
195440__littlebrojay__squirrel-chatter-w-city.wav,Squirrel
183499__ecfike__forest-with-squirrel.wav,Squirrel
164882__timsc__squirrel-call.wav,Squirrel
162648__cognito-perceptu__park-bench-atmosphere.wav,Squirrel
122260__echobones__angry-squirrel-long.wav,Squirrel
82828__noisecollector__angrysquirrel-creepingtruck.wav,Squirrel
82829__noisecollector__angrysquirrel-flyingairplane.wav,Squirrel
100032-3-0-0.wav,dog_bark
100263-2-0-117.wav,children_playing
100263-2-0-121.wav,children_playing
100263-2-0-126.wav,children_playing
100263-2-0-137.wav,children_playing
100263-2-0-143.wav,children_playing
100263-2-0-161.wav,children_playing
100263-2-0-3.wav,children_playing
100263-2-0-36.wav,children_playing
100648-1-0-0.wav,car_horn
100648-1-1-0.wav,car_horn
100648-1-2-0.wav,car_horn
100648-1-3-0.wav,car_horn
100648-1-4-0.wav,car_horn
100652-3-0-0.wav,dog_bark
100652-3-0-1.wav,dog_bark
100652-3-0-2.wav,dog_bark
100652-3-0-3.wav,dog_bark
100795-3-0-0.wav,dog_bark
100795-3-1-0.wav,dog_bark
100795-3-1-1.wav,dog_bark
100795-3-1-2.wav,dog_bark
100852-0-0-0.wav,air_conditioner
100852-0-0-1.wav,air_conditioner
100852-0-0-10.wav,air_conditioner
100852-0-0-11.wav,air_conditioner
100852-0-0-12.wav,air_conditioner
100852-0-0-13.wav,air_conditioner
100852-0-0-14.wav,air_conditioner
100852-0-0-15.wav,air_conditioner
100852-0-0-16.wav,air_conditioner
100852-0-0-17.wav,air_conditioner
100852-0-0-18.wav,air_conditioner
100852-0-0-19.wav,air_conditioner
100852-0-0-2.wav,air_conditioner
100852-0-0-20.wav,air_conditioner
100852-0-0-21.wav,air_conditioner
100852-0-0-22.wav,air_conditioner
100852-0-0-23.wav,air_conditioner
100852-0-0-24.wav,air_conditioner
100852-0-0-25.wav,air_conditioner
100852-0-0-26.wav,air_conditioner
100852-0-0-27.wav,air_conditioner
100852-0-0-28.wav,air_conditioner
100852-0-0-29.wav,air_conditioner
100852-0-0-3.wav,air_conditioner
100852-0-0-30.wav,air_conditioner
100852-0-0-4.wav,air_conditioner
100852-0-0-5.wav,air_conditioner
100852-0-0-6.wav,air_conditioner
100852-0-0-7.wav,air_conditioner
100852-0-0-8.wav,air_conditioner
100852-0-0-9.wav,air_conditioner
101281-3-0-0.wav,dog_bark
101281-3-0-14.wav,dog_bark
101281-3-0-5.wav,dog_bark
101382-2-0-10.wav,children_playing
101382-2-0-12.wav,children_playing
101382-2-0-20.wav,children_playing
101382-2-0-21.wav,children_playing
101382-2-0-29.wav,children_playing
101382-2-0-33.wav,children_playing
101382-2-0-42.wav,children_playing
101382-2-0-45.wav,children_playing
101415-3-0-2.wav,dog_bark
101415-3-0-3.wav,dog_bark
101415-3-0-8.wav,dog_bark
101729-0-0-1.wav,air_conditioner
101729-0-0-11.wav,air_conditioner
101729-0-0-12.wav,air_conditioner
101729-0-0-13.wav,air_conditioner
101729-0-0-14.wav,air_conditioner
101729-0-0-16.wav,air_conditioner
101729-0-0-17.wav,air_conditioner
101729-0-0-18.wav,air_conditioner
101729-0-0-19.wav,air_conditioner
101729-0-0-21.wav,air_conditioner
101729-0-0-22.wav,air_conditioner
101729-0-0-23.wav,air_conditioner
101729-0-0-24.wav,air_conditioner
101729-0-0-26.wav,air_conditioner
101729-0-0-28.wav,air_conditioner
101729-0-0-29.wav,air_conditioner
101729-0-0-3.wav,air_conditioner
101729-0-0-32.wav,air_conditioner
101729-0-0-33.wav,air_conditioner
101729-0-0-36.wav,air_conditioner
101729-0-0-37.wav,air_conditioner
101729-0-0-38.wav,air_conditioner
101729-0-0-39.wav,air_conditioner
101729-0-0-4.wav,air_conditioner
101729-0-0-40.wav,air_conditioner
101729-0-0-6.wav,air_conditioner
101729-0-0-9.wav,air_conditioner
101848-9-0-0.wav,street_music
101848-9-0-1.wav,street_music
101848-9-0-2.wav,street_music
101848-9-0-3.wav,street_music
101848-9-0-8.wav,street_music
101848-9-0-9.wav,street_music
102102-3-0-0.wav,dog_bark
102103-3-0-0.wav,dog_bark
102103-3-1-0.wav,dog_bark
102104-3-0-0.wav,dog_bark
102105-3-0-0.wav,dog_bark
102106-3-0-0.wav,dog_bark
102305-6-0-0.wav,gun_shot
102547-3-0-2.wav,dog_bark
102547-3-0-7.wav,dog_bark
102547-3-0-8.wav,dog_bark
102842-3-0-1.wav,dog_bark
102842-3-1-0.wav,dog_bark
102842-3-1-5.wav,dog_bark
102842-3-1-6.wav,dog_bark
102853-8-0-0.wav,siren
102853-8-0-1.wav,siren
102853-8-0-2.wav,siren
102853-8-0-3.wav,siren
102853-8-0-4.wav,siren
102853-8-0-5.wav,siren
102853-8-0-6.wav,siren
102853-8-1-0.wav,siren
102857-5-0-0.wav,engine_idling
102857-5-0-1.wav,engine_idling
102857-5-0-10.wav,engine_idling
102857-5-0-11.wav,engine_idling
102857-5-0-12.wav,engine_idling
102857-5-0-13.wav,engine_idling
102857-5-0-14.wav,engine_idling
102857-5-0-15.wav,engine_idling
102857-5-0-16.wav,engine_idling
102857-5-0-17.wav,engine_idling
102857-5-0-18.wav,engine_idling
102857-5-0-19.wav,engine_idling
102857-5-0-2.wav,engine_idling
102857-5-0-20.wav,engine_idling
102857-5-0-21.wav,engine_idling
102857-5-0-22.wav,engine_idling
102857-5-0-23.wav,engine_idling
102857-5-0-24.wav,engine_idling
102857-5-0-25.wav,engine_idling
102857-5-0-26.wav,engine_idling
102857-5-0-27.wav,engine_idling
102857-5-0-28.wav,engine_idling
102857-5-0-29.wav,engine_idling
102857-5-0-3.wav,engine_idling
102857-5-0-30.wav,engine_idling
102857-5-0-4.wav,engine_idling
102857-5-0-5.wav,engine_idling
102857-5-0-6.wav,engine_idling
102857-5-0-7.wav,engine_idling
102857-5-0-8.wav,engine_idling
102857-5-0-9.wav,engine_idling
102858-5-0-0.wav,engine_idling
102858-5-0-1.wav,engine_idling
102871-8-0-0.wav,siren
102871-8-0-1.wav,siren
102871-8-0-10.wav,siren
102871-8-0-11.wav,siren
102871-8-0-12.wav,siren
102871-8-0-13.wav,siren
102871-8-0-14.wav,siren
102871-8-0-15.wav,siren
102871-8-0-2.wav,siren
102871-8-0-3.wav,siren
102871-8-0-4.wav,siren
102871-8-0-5.wav,siren
102871-8-0-6.wav,siren
102871-8-0-7.wav,siren
102871-8-0-8.wav,siren
102871-8-0-9.wav,siren
103074-7-0-0.wav,jackhammer
103074-7-0-1.wav,jackhammer
103074-7-0-2.wav,jackhammer
103074-7-1-0.wav,jackhammer
103074-7-1-1.wav,jackhammer
103074-7-1-2.wav,jackhammer
103074-7-1-3.wav,jackhammer
103074-7-1-4.wav,jackhammer
103074-7-1-5.wav,jackhammer
103074-7-1-6.wav,jackhammer
103074-7-2-0.wav,jackhammer
103074-7-3-0.wav,jackhammer
103074-7-3-1.wav,jackhammer
103074-7-3-2.wav,jackhammer
103074-7-3-3.wav,jackhammer
103074-7-4-0.wav,jackhammer
103074-7-4-1.wav,jackhammer
103074-7-4-2.wav,jackhammer
103074-7-4-3.wav,jackhammer
103074-7-4-4.wav,jackhammer
103074-7-4-5.wav,jackhammer
103074-7-4-6.wav,jackhammer
103076-3-0-0.wav,dog_bark
103076-3-1-0.wav,dog_bark
103076-3-2-0.wav,dog_bark
103199-4-0-0.wav,drilling
103199-4-0-3.wav,drilling
103199-4-0-4.wav,drilling
103199-4-0-5.wav,drilling
103199-4-0-6.wav,drilling
103199-4-1-0.wav,drilling
103199-4-2-0.wav,drilling
103199-4-2-1.wav,drilling
103199-4-2-10.wav,drilling
103199-4-2-11.wav,drilling
103199-4-2-2.wav,drilling
103199-4-2-3.wav,drilling
103199-4-2-4.wav,drilling
103199-4-2-5.wav,drilling
103199-4-2-6.wav,drilling
103199-4-2-7.wav,drilling
103199-4-2-8.wav,drilling
103199-4-2-9.wav,drilling
103199-4-4-0.wav,drilling
103199-4-6-0.wav,drilling
103199-4-7-2.wav,drilling
103249-5-0-0.wav,engine_idling
103249-5-0-1.wav,engine_idling
103249-5-0-10.wav,engine_idling
103249-5-0-11.wav,engine_idling
103249-5-0-12.wav,engine_idling
103249-5-0-13.wav,engine_idling
103249-5-0-14.wav,engine_idling
103249-5-0-15.wav,engine_idling
103249-5-0-16.wav,engine_idling
103249-5-0-17.wav,engine_idling
103249-5-0-18.wav,engine_idling
103249-5-0-19.wav,engine_idling
103249-5-0-2.wav,engine_idling
103249-5-0-3.wav,engine_idling
103249-5-0-4.wav,engine_idling
103249-5-0-5.wav,engine_idling
103249-5-0-6.wav,engine_idling
103249-5-0-7.wav,engine_idling
103249-5-0-8.wav,engine_idling
103249-5-0-9.wav,engine_idling
103258-5-0-0.wav,engine_idling
103258-5-0-1.wav,engine_idling
103258-5-0-10.wav,engine_idling
103258-5-0-11.wav,engine_idling
103258-5-0-12.wav,engine_idling
103258-5-0-13.wav,engine_idling
103258-5-0-14.wav,engine_idling
103258-5-0-15.wav,engine_idling
103258-5-0-16.wav,engine_idling
103258-5-0-17.wav,engine_idling
103258-5-0-18.wav,engine_idling
103258-5-0-19.wav,engine_idling
103258-5-0-2.wav,engine_idling
103258-5-0-3.wav,engine_idling
103258-5-0-4.wav,engine_idling
103258-5-0-5.wav,engine_idling
103258-5-0-6.wav,engine_idling
103258-5-0-7.wav,engine_idling
103258-5-0-8.wav,engine_idling
103258-5-0-9.wav,engine_idling
103357-4-0-0.wav,drilling
103357-4-0-1.wav,drilling
103438-5-0-0.wav,engine_idling
103438-5-0-1.wav,engine_idling
103438-5-0-2.wav,engine_idling
104327-2-0-15.wav,children_playing
104327-2-0-19.wav,children_playing
104327-2-0-26.wav,children_playing
104327-2-0-28.wav,children_playing
104327-2-0-3.wav,children_playing
104327-2-0-30.wav,children_playing
104327-2-0-34.wav,children_playing
104327-2-0-4.wav,children_playing
104421-2-0-1.wav,children_playing
104421-2-0-15.wav,children_playing
104421-2-0-20.wav,children_playing
104421-2-0-29.wav,children_playing
104421-2-0-3.wav,children_playing
104421-2-0-5.wav,children_playing
104421-2-0-7.wav,children_playing
104421-2-1-3.wav,children_playing
104625-4-0-15.wav,drilling
104625-4-0-21.wav,drilling
104625-4-0-27.wav,drilling
104625-4-0-29.wav,drilling
104625-4-0-3.wav,drilling
104625-4-0-35.wav,drilling
104625-4-0-40.wav,drilling
104625-4-0-41.wav,drilling
104625-4-0-45.wav,drilling
104625-4-0-48.wav,drilling
104625-4-0-51.wav,drilling
104625-4-0-52.wav,drilling
104625-4-0-53.wav,drilling
104625-4-0-55.wav,drilling
104625-4-0-57.wav,drilling
104625-4-0-66.wav,drilling
104625-4-1-20.wav,drilling
104625-4-1-8.wav,drilling
104817-4-0-0.wav,drilling
104817-4-0-1.wav,drilling
104817-4-0-10.wav,drilling
104817-4-0-11.wav,drilling
104817-4-0-2.wav,drilling
104817-4-0-3.wav,drilling
104817-4-0-4.wav,drilling
104817-4-0-5.wav,drilling
104817-4-0-6.wav,drilling
104817-4-0-7.wav,drilling
104817-4-0-8.wav,drilling
104817-4-0-9.wav,drilling
104998-7-0-5.wav,jackhammer
104998-7-10-1.wav,jackhammer
104998-7-10-10.wav,jackhammer
104998-7-10-13.wav,jackhammer
104998-7-10-15.wav,jackhammer
104998-7-10-8.wav,jackhammer
104998-7-10-9.wav,jackhammer
104998-7-11-0.wav,jackhammer
104998-7-11-2.wav,jackhammer
104998-7-12-2.wav,jackhammer
104998-7-14-1.wav,jackhammer
104998-7-14-5.wav,jackhammer
104998-7-14-6.wav,jackhammer
104998-7-15-1.wav,jackhammer
104998-7-15-3.wav,jackhammer
104998-7-15-5.wav,jackhammer
104998-7-15-9.wav,jackhammer
104998-7-16-0.wav,jackhammer
104998-7-16-10.wav,jackhammer
104998-7-16-11.wav,jackhammer
104998-7-16-5.wav,jackhammer
104998-7-16-6.wav,jackhammer
104998-7-16-7.wav,jackhammer
104998-7-17-0.wav,jackhammer
104998-7-17-1.wav,jackhammer
104998-7-17-12.wav,jackhammer
104998-7-17-14.wav,jackhammer
104998-7-17-4.wav,jackhammer
104998-7-17-7.wav,jackhammer
104998-7-17-8.wav,jackhammer
104998-7-18-12.wav,jackhammer
104998-7-18-13.wav,jackhammer
104998-7-18-3.wav,jackhammer
104998-7-18-9.wav,jackhammer
104998-7-19-0.wav,jackhammer
104998-7-19-3.wav,jackhammer
104998-7-19-6.wav,jackhammer
104998-7-19-7.wav,jackhammer
104998-7-19-8.wav,jackhammer
104998-7-19-9.wav,jackhammer
104998-7-2-4.wav,jackhammer
104998-7-2-5.wav,jackhammer
104998-7-2-6.wav,jackhammer
104998-7-3-1.wav,jackhammer
104998-7-7-0.wav,jackhammer
104998-7-7-1.wav,jackhammer
104998-7-7-4.wav,jackhammer
104998-7-7-7.wav,jackhammer
104998-7-7-9.wav,jackhammer
104998-7-8-13.wav,jackhammer
104998-7-8-14.wav,jackhammer
104998-7-8-15.wav,jackhammer
104998-7-8-17.wav,jackhammer
104998-7-8-4.wav,jackhammer
104998-7-8-6.wav,jackhammer
104998-7-8-7.wav,jackhammer
104998-7-9-0.wav,jackhammer
104998-7-9-13.wav,jackhammer
104998-7-9-9.wav,jackhammer
105029-7-0-0.wav,jackhammer
105029-7-0-1.wav,jackhammer
105029-7-0-2.wav,jackhammer
105029-7-0-3.wav,jackhammer
105029-7-0-4.wav,jackhammer
105029-7-0-5.wav,jackhammer
105029-7-0-6.wav,jackhammer
105029-7-1-0.wav,jackhammer
105029-7-1-1.wav,jackhammer
105029-7-1-10.wav,jackhammer
105029-7-1-11.wav,jackhammer
105029-7-1-12.wav,jackhammer
105029-7-1-13.wav,jackhammer
105029-7-1-2.wav,jackhammer
105029-7-1-3.wav,jackhammer
105029-7-1-4.wav,jackhammer
105029-7-1-5.wav,jackhammer
105029-7-1-6.wav,jackhammer
105029-7-1-7.wav,jackhammer
105029-7-1-8.wav,jackhammer
105029-7-1-9.wav,jackhammer
105029-7-2-0.wav,jackhammer
105029-7-2-1.wav,jackhammer
105029-7-2-10.wav,jackhammer
105029-7-2-11.wav,jackhammer
105029-7-2-12.wav,jackhammer
105029-7-2-13.wav,jackhammer
105029-7-2-14.wav,jackhammer
105029-7-2-15.wav,jackhammer
105029-7-2-16.wav,jackhammer
105029-7-2-2.wav,jackhammer
105029-7-2-3.wav,jackhammer
105029-7-2-4.wav,jackhammer
105029-7-2-5.wav,jackhammer
105029-7-2-6.wav,jackhammer
105029-7-2-7.wav,jackhammer
105029-7-2-8.wav,jackhammer
105029-7-2-9.wav,jackhammer
105029-7-3-0.wav,jackhammer
105029-7-3-1.wav,jackhammer
105029-7-3-2.wav,jackhammer
105029-7-3-3.wav,jackhammer
105029-7-3-4.wav,jackhammer
105029-7-3-5.wav,jackhammer
105029-7-3-6.wav,jackhammer
105029-7-3-7.wav,jackhammer
105029-7-4-0.wav,jackhammer
105029-7-4-1.wav,jackhammer
105029-7-4-2.wav,jackhammer
105029-7-4-3.wav,jackhammer
105088-3-0-10.wav,dog_bark
105088-3-0-11.wav,dog_bark
105088-3-0-19.wav,dog_bark
105088-3-0-8.wav,dog_bark
105289-8-0-0.wav,siren
105289-8-0-1.wav,siren
105289-8-0-2.wav,siren
105289-8-0-3.wav,siren
105289-8-0-4.wav,siren
105289-8-0-5.wav,siren
105289-8-1-0.wav,siren
105289-8-1-1.wav,siren
105289-8-1-2.wav,siren
105289-8-1-3.wav,siren
105289-8-1-4.wav,siren
105289-8-2-0.wav,siren
105289-8-2-1.wav,siren
105289-8-2-2.wav,siren
105289-8-2-3.wav,siren
105289-8-2-4.wav,siren
105289-8-2-5.wav,siren
105289-8-2-6.wav,siren
105289-8-2-7.wav,siren
105319-3-0-22.wav,dog_bark
105319-3-0-29.wav,dog_bark
105319-3-0-39.wav,dog_bark
105415-2-0-1.wav,children_playing
105415-2-0-15.wav,children_playing
105415-2-0-19.wav,children_playing
105415-2-0-21.wav,children_playing
105415-2-0-24.wav,children_playing
105415-2-0-4.wav,children_playing
105415-2-0-6.wav,children_playing
105415-2-0-8.wav,children_playing
105425-9-0-1.wav,street_music
105425-9-0-10.wav,street_music
105425-9-0-12.wav,street_music
105425-9-0-13.wav,street_music
105425-9-0-14.wav,street_music
105425-9-0-23.wav,street_music
106014-5-0-0.wav,engine_idling
106014-5-0-1.wav,engine_idling
106014-5-0-2.wav,engine_idling
106014-5-0-3.wav,engine_idling
106014-5-0-4.wav,engine_idling
106015-5-0-0.wav,engine_idling
106015-5-0-1.wav,engine_idling
106015-5-0-10.wav,engine_idling
106015-5-0-11.wav,engine_idling
106015-5-0-12.wav,engine_idling
106015-5-0-13.wav,engine_idling
106015-5-0-14.wav,engine_idling
106015-5-0-15.wav,engine_idling
106015-5-0-16.wav,engine_idling
106015-5-0-17.wav,engine_idling
106015-5-0-18.wav,engine_idling
106015-5-0-19.wav,engine_idling
106015-5-0-2.wav,engine_idling
106015-5-0-20.wav,engine_idling
106015-5-0-3.wav,engine_idling
106015-5-0-4.wav,engine_idling
106015-5-0-5.wav,engine_idling
106015-5-0-6.wav,engine_idling
106015-5-0-7.wav,engine_idling
106015-5-0-8.wav,engine_idling
106015-5-0-9.wav,engine_idling
106486-5-0-0.wav,engine_idling
106486-5-0-1.wav,engine_idling
106486-5-0-2.wav,engine_idling
106487-5-0-0.wav,engine_idling
106487-5-0-1.wav,engine_idling
106487-5-0-2.wav,engine_idling
106905-5-0-0.wav,engine_idling
106905-5-0-1.wav,engine_idling
106905-5-0-2.wav,engine_idling
106905-8-0-0.wav,siren
106905-8-0-1.wav,siren
106905-8-0-2.wav,siren
106905-8-0-3.wav,siren
106955-6-0-0.wav,gun_shot
107090-1-0-0.wav,car_horn
107090-1-1-0.wav,car_horn
107190-3-0-0.wav,dog_bark
107228-5-0-0.wav,engine_idling
107228-5-0-1.wav,engine_idling
107228-5-0-2.wav,engine_idling
107228-5-0-3.wav,engine_idling
107228-5-0-4.wav,engine_idling
107228-5-0-5.wav,engine_idling
107228-5-0-6.wav,engine_idling
107228-5-0-7.wav,engine_idling
107357-8-0-0.wav,siren
107357-8-0-1.wav,siren
107357-8-0-2.wav,siren
107357-8-0-3.wav,siren
107357-8-0-4.wav,siren
107357-8-0-5.wav,siren
107357-8-0-6.wav,siren
107357-8-0-7.wav,siren
107357-8-0-8.wav,siren
107357-8-1-0.wav,siren
107357-8-1-1.wav,siren
107357-8-1-10.wav,siren
107357-8-1-11.wav,siren
107357-8-1-12.wav,siren
107357-8-1-13.wav,siren
107357-8-1-14.wav,siren
107357-8-1-15.wav,siren
107357-8-1-16.wav,siren
107357-8-1-17.wav,siren
107357-8-1-18.wav,siren
107357-8-1-2.wav,siren
107357-8-1-3.wav,siren
107357-8-1-4.wav,siren
107357-8-1-5.wav,siren
107357-8-1-6.wav,siren
107357-8-1-7.wav,siren
107357-8-1-8.wav,siren
107357-8-1-9.wav,siren
107653-9-0-12.wav,street_music
107653-9-0-14.wav,street_music
107653-9-0-18.wav,street_music
107653-9-0-3.wav,street_music
107653-9-0-5.wav,street_music
107653-9-0-7.wav,street_music
107842-4-0-0.wav,drilling
107842-4-0-1.wav,drilling
107842-4-0-2.wav,drilling
107842-4-1-0.wav,drilling
107842-4-2-0.wav,drilling
107842-4-2-1.wav,drilling
107842-4-2-2.wav,drilling
107842-4-2-3.wav,drilling
107842-4-2-4.wav,drilling
107842-4-3-0.wav,drilling
108041-9-0-11.wav,street_music
108041-9-0-2.wav,street_music
108041-9-0-4.wav,street_music
108041-9-0-5.wav,street_music
108041-9-0-6.wav,street_music
108041-9-0-7.wav,street_music
108041-9-0-9.wav,street_music
108187-3-2-0.wav,dog_bark
108187-3-3-0.wav,dog_bark
108187-3-4-0.wav,dog_bark
108187-3-6-0.wav,dog_bark
108357-9-0-15.wav,street_music
108357-9-0-2.wav,street_music
108357-9-0-27.wav,street_music
108357-9-0-30.wav,street_music
108357-9-0-44.wav,street_music
108357-9-0-49.wav,street_music
108362-2-0-11.wav,children_playing
108362-2-0-12.wav,children_playing
108362-2-0-21.wav,children_playing
108362-2-0-23.wav,children_playing
108362-2-0-29.wav,children_playing
108362-2-0-30.wav,children_playing
108362-2-0-7.wav,children_playing
108362-2-0-9.wav,children_playing
108638-9-0-0.wav,street_music
108638-9-0-1.wav,street_music
108638-9-0-2.wav,street_music
108638-9-0-4.wav,street_music
108638-9-0-5.wav,street_music
108638-9-0-6.wav,street_music
109233-3-0-3.wav,dog_bark
109233-3-0-4.wav,dog_bark
109233-3-0-5.wav,dog_bark
109233-3-0-6.wav,dog_bark
109263-9-0-34.wav,street_music
109263-9-0-39.wav,street_music
109263-9-0-54.wav,street_music
109263-9-0-61.wav,street_music
109263-9-0-78.wav,street_music
109703-2-0-134.wav,children_playing
109703-2-0-14.wav,children_playing
109703-2-0-153.wav,children_playing
109703-2-0-29.wav,children_playing
109703-2-0-32.wav,children_playing
109703-2-0-48.wav,children_playing
109703-2-0-50.wav,children_playing
109711-3-1-0.wav,dog_bark
109711-3-2-4.wav,dog_bark
109711-3-2-6.wav,dog_bark
110134-3-0-0.wav,dog_bark
110371-3-0-1.wav,dog_bark
110371-3-1-0.wav,dog_bark
110371-3-1-1.wav,dog_bark
110389-3-0-0.wav,dog_bark
110621-7-0-0.wav,jackhammer
110621-7-0-1.wav,jackhammer
110621-7-0-2.wav,jackhammer
110621-7-0-3.wav,jackhammer
110622-6-0-0.wav,gun_shot
110688-3-0-11.wav,dog_bark
110688-3-0-17.wav,dog_bark
110688-3-0-2.wav,dog_bark
110688-3-0-32.wav,dog_bark
110868-9-0-11.wav,street_music
110868-9-0-13.wav,street_music
110868-9-0-14.wav,street_music
110868-9-0-15.wav,street_music
110868-9-0-6.wav,street_music
110868-9-0-8.wav,street_music
110918-3-0-1.wav,dog_bark
110918-3-0-26.wav,dog_bark
110918-3-0-40.wav,dog_bark
110918-3-0-9.wav,dog_bark
111048-6-0-0.wav,gun_shot
111386-5-0-0.wav,engine_idling
111386-5-0-1.wav,engine_idling
111386-5-0-2.wav,engine_idling
111386-5-0-3.wav,engine_idling
111386-5-0-4.wav,engine_idling
111386-5-0-5.wav,engine_idling
111386-5-0-6.wav,engine_idling
111386-5-0-7.wav,engine_idling
111386-5-1-0.wav,engine_idling
111386-5-1-1.wav,engine_idling
111386-5-1-10.wav,engine_idling
111386-5-1-11.wav,engine_idling
111386-5-1-12.wav,engine_idling
111386-5-1-13.wav,engine_idling
111386-5-1-14.wav,engine_idling
111386-5-1-2.wav,engine_idling
111386-5-1-3.wav,engine_idling
111386-5-1-4.wav,engine_idling
111386-5-1-5.wav,engine_idling
111386-5-1-6.wav,engine_idling
111386-5-1-7.wav,engine_idling
111386-5-1-8.wav,engine_idling
111386-5-1-9.wav,engine_idling
111671-8-0-0.wav,siren
111671-8-0-1.wav,siren
111671-8-0-10.wav,siren
111671-8-0-11.wav,siren
111671-8-0-12.wav,siren
111671-8-0-13.wav,siren
111671-8-0-14.wav,siren
111671-8-0-15.wav,siren
111671-8-0-16.wav,siren
111671-8-0-17.wav,siren
111671-8-0-18.wav,siren
111671-8-0-19.wav,siren
111671-8-0-2.wav,siren
111671-8-0-20.wav,siren
111671-8-0-21.wav,siren
111671-8-0-22.wav,siren
111671-8-0-3.wav,siren
111671-8-0-4.wav,siren
111671-8-0-5.wav,siren
111671-8-0-6.wav,siren
111671-8-0-7.wav,siren
111671-8-0-8.wav,siren
111671-8-0-9.wav,siren
112075-5-0-0.wav,engine_idling
112075-5-0-1.wav,engine_idling
112075-5-0-2.wav,engine_idling
112195-3-0-38.wav,dog_bark
112195-3-0-48.wav,dog_bark
112195-3-0-57.wav,dog_bark
112195-3-0-80.wav,dog_bark
113160-8-0-0.wav,siren
113201-5-0-0.wav,engine_idling
113201-5-0-1.wav,engine_idling
113201-5-0-2.wav,engine_idling
113201-5-0-3.wav,engine_idling
113201-5-0-4.wav,engine_idling
113201-5-0-5.wav,engine_idling
113201-5-0-6.wav,engine_idling
113201-5-0-7.wav,engine_idling
